date,cpi_level
2022-03-01,287.708
2022-03-01,287.708
2022-03-01,287.708
2022-03-01,287.708
2022-04-01,288.663
2022-04-01,288.663
2022-04-01,288.663
2022-04-01,288.663
2022-04-01,288.663
2022-05-01,291.474
2022-05-01,291.474
2022-05-01,291.474
2022-05-01,291.474
2022-05-01,291.474
2022-06-01,295.328
2022-06-01,295.328
2022-06-01,295.328
2022-06-01,295.328
2022-06-01,295.328
2022-07-01,295.271
2022-07-01,295.271
2022-07-01,295.271
2022-07-01,295.271
2022-07-01,295.271
2022-08-01,295.62
2022-08-01,295.62
2022-08-01,295.62
2022-09-01,296.761
2022-09-01,296.761
2022-09-01,296.761
2022-09-01,296.761
2022-09-01,296.761
2022-10-01,298.062
2022-10-01,298.062
2022-10-01,298.062
2022-10-01,298.062
2022-10-01,298.062
2022-11-01,298.349
2022-11-01,298.349
2022-11-01,298.349
2022-11-01,298.349
2022-11-01,298.349
2022-12-01,298.112
2022-12-01,298.112
2022-12-01,298.112
2022-12-01,298.112
2022-12-01,298.112
2023-01-01,300.536
2023-01-01,300.536
2023-01-01,300.536
2023-01-01,300.536
2023-01-01,300.536
2023-02-01,301.648
2023-02-01,301.648
2023-02-01,301.648
2023-02-01,301.648
2023-03-01,301.808
2023-03-01,301.808
2023-03-01,301.808
2023-03-01,301.808
2023-04-01,302.918
2023-04-01,302.918
2023-04-01,302.918
2023-04-01,302.918
2023-04-01,302.918
2023-05-01,303.294
2023-05-01,303.294
2023-05-01,303.294
2023-05-01,303.294
2023-05-01,303.294
2023-06-01,303.841
2023-06-01,303.841
2023-06-01,303.841
2023-06-01,303.841
2023-07-01,304.348
2023-07-01,304.348
2023-07-01,304.348
2023-08-01,306.269
2023-08-01,306.269
2023-08-01,306.269
2023-08-01,306.269
2023-08-01,306.269
2023-09-01,307.481
2023-09-01,307.481
2023-09-01,307.481
2023-09-01,307.481
2023-09-01,307.481
2023-10-01,307.619
2023-10-01,307.619
2023-10-01,307.619
2023-10-01,307.619
2023-10-01,307.619
2023-11-01,307.917
2023-11-01,307.917
2023-11-01,307.917
2023-11-01,307.917
2023-12-01,308.85
2023-12-01,308.85
2023-12-01,308.85
2023-12-01,308.85
2024-01-01,309.685
2024-01-01,309.685
2024-01-01,309.685
2024-01-01,309.685
2024-02-01,311.054
2024-02-01,311.054
2024-02-01,311.054
2024-03-01,312.23
2024-03-01,312.23
2024-03-01,312.23
2024-03-01,312.23
2024-04-01,313.207
2024-04-01,313.207
2024-04-01,313.207
2024-05-01,313.225
2024-05-01,313.225
2024-05-01,313.225
2024-05-01,313.225
2024-06-01,313.049
2024-06-01,313.049
2024-06-01,313.049
2024-07-01,313.534
2024-08-01,314.121
2024-08-01,314.121
2024-08-01,314.121
2024-08-01,314.121
2024-09-01,314.686
2024-09-01,314.686
2024-10-01,315.454
2024-10-01,315.454
2024-10-01,315.454
2024-10-01,315.454
2024-11-01,316.441
2024-11-01,316.441
2024-11-01,316.441
2024-12-01,317.685
2024-12-01,317.685
2024-12-01,317.685
2025-01-01,319.086
2025-01-01,319.086
2025-02-01,319.775
2025-02-01,319.775
2025-02-01,319.775
2025-03-01,319.615
2025-03-01,319.615
2025-04-01,320.321
2025-04-01,320.321
2025-04-01,320.321
2025-05-01,320.58
2025-05-01,320.58
2025-05-01,320.58
2025-06-01,321.5
2025-06-01,321.5
2025-06-01,321.5
2025-07-01,322.132
2025-07-01,322.132
2025-08-01,323.364
