"date","savings_rate","wage_yoy","inflation_yoy","borrow_rate","S_star","W_star","I_star","R_star","CFHI"
2006-04-01,-1.6,0.548628428927689,0.600600600600587,4.79,0.288184438040345,36.2628444711458,39.194088220615,10.2272727272727,21.4930974642685
2006-05-01,-1.7,0.548902195608769,1.05105105105106,4.94,0,36.266547055869,30.7136352705859,7.38636363636363,18.5916364907046
2006-06-01,-1.5,0.347222222222232,0.646766169154245,4.99,0.576368876080692,33.5389061848494,38.324947271507,6.43939393939394,19.7199040679578
2006-07-01,-0.9,0.74515648286142,0.643883110450716,5.24,2.30547550432277,38.9208076948129,38.3792254804931,1.70454545454545,20.3275135335436
2006-08-01,-0.5,0.445103857566775,0.692041522491338,5.25,3.45821325648415,34.8627161031317,37.4725660531351,1.51515151515152,19.3271617319756
2006-09-01,-0.2,0.541871921182269,-0.246062992125984,5.25,4.32276657060519,36.1714654097431,55.1338897136314,1.51515151515152,24.2858183022828
2006-10-01,-0.6,0.73818897637794,-0.981836033382422,5.25,3.1700288184438,38.8265749599791,68.9859985350015,1.51515151515152,28.124438457144
2006-11-01,-1,0.44096031357177,-0.49333991119882,5.25,2.01729106628242,34.8066763300106,59.7892747304035,1.51515151515152,24.532098410462
2006-12-01,-1.2,0.733855185909982,0.545364402578108,5.24,1.44092219020173,38.7679621795014,40.2339983328142,1.70454545454545,20.5368570392657
2007-01-01,-1.2,0.585365853658537,0.72037679722361,5.25,1.44092219020173,36.7597034279834,36.9391090126262,1.51515151515152,19.1637215364907
2007-02-01,-1.2,0.631681243926163,0.545364891518729,5.26,1.44092219020173,37.3861005329109,40.233989127722,1.32575757575758,20.0966923566481
2007-03-01,-0.8,0.873786407766985,0.981033999005665,5.26,2.59365994236311,40.6604759152968,32.0318186911527,1.32575757575758,19.1529280311426
2007-04-01,-1.3,0.822050290135401,1.02645336576657,5.25,1.15273775216138,39.960765643671,31.176726188857,1.51515151515152,18.4513452749602
2007-05-01,-1.4,0.771828268210317,1.09239273493025,5.25,0.864553314121038,39.2815329101087,29.9353116954582,1.51515151515152,17.8991373587099
2007-06-01,0.6,0.81613058089296,0.866509060723586,5.25,6.62824207492795,39.8807039468991,34.1879345297203,1.51515151515152,20.5530080166747
2007-07-01,0.7,1.2025012025012,0.984956237651646,5.26,6.9164265129683,45.1062118699889,31.9579762512955,1.32575757575758,21.3265930525026
2007-08-01,0.7,0.911708253358934,0.169248795729726,5.02,6.9164265129683,41.1733536899425,47.3149785037955,5.87121212121212,25.3189927069796
2007-09-01,0.9,0.571428571428578,0.126905993423976,4.94,7.49279538904899,36.5712072674424,48.1121497406478,7.38636363636363,24.8906290083757
2007-10-01,0.5,0.380408939610066,0.560802549365058,4.76,6.34005763688761,33.9877432468642,39.9433504328477,10.7954545454545,22.7666514655135
2007-11-01,-0.5,0.712927756653992,1.09125650529065,4.49,3.45821325648415,38.4849270798557,29.9567030426961,15.9090909090909,21.9522335720317
2007-12-01,0.2,0.997150997151008,1.08040573854851,4.24,5.47550432276657,42.3289325815196,30.1609861480553,20.6439393939394,24.6523406115702
2008-01-01,-0.1,0.472813238770686,0.926554745565489,3.94,4.61095100864553,35.237474386829,33.0574781062784,26.3257575757576,24.8079152693776
